siret,codePostalEtablissement,libelleCommuneEtablissement,longitude,latitude,denominationUniteLegale,categorieJuridiqueUniteLegale
80881046900011,20230,SANTA-LUCIA-DI-MORIANI,9.527743,42.385001,CONCEPT MANAGER,5710
80882078100025,20260,CALVI,8.759589,42.545619,BALANINA,5499
80882801600028,20235,CANAVAGGIA,9.193814,42.485778,H.I.C FRANCE,5710
80883643100011,20230,SANTA-LUCIA-DI-MORIANI,9.510708,42.384205,SASU ELINA,5710
80883643100029,20240,GHISONACCIA,9.422958,42.043757,SASU ELINA,5710
80884139900021,20290,BORGO,9.439797,42.565082,BORGO MATERIEL PISCINE,5710
80885908600023,20230,SANTA-LUCIA-DI-MORIANI,9.510708,42.384205,SAS JF CONSTRUCTION,5710
80887229500015,20214,ZILIA,8.903351,42.518889,SANTELLI CONSILIA,5710
80887259200015,20214,ZILIA,8.903351,42.518889,PALMA NOVA,5710
80887352500014,20220,L'ILE-ROUSSE,8.938442,42.633339,LE MORGAN,5499
80889598100013,20620,BIGUGLIA,9.439196,42.624194,SUPER 8,5499
80889938900015,20228,BARRETTALI,9.352024,42.877559,CIDRALIS,5710
80890494000018,20215,VENZOLASCA,9.470214,42.493137,A S F 2B,5710
80890626700014,20200,BASTIA,9.449027,42.695656,WINE BAR'S,5710
80893451700018,20290,BORGO,9.490734,42.605165,T.T.P CONSEIL,5710
80896153600014,20620,BIGUGLIA,9.436228,42.620385,SASU BENAZZI,5710
80896594100038,20290,BORGO,9.441483,42.559597,IMPORT NETWORK VIDEO TECHNOLOGY - INV-TECHNOLOGIE,5710
80899334900014,20240,SOLARO,9.320816,41.879755,CJMC,5499
80906325800036,20290,BORGO,9.442773,42.592875,S.GREEN,5499
80909707400045,20232,OLETTA,9.346372,42.630086,RACC,5710
80911256800013,20220,L'ILE ROUSSE,8.947066,42.63128,RBM PERFORMANCE,5710
80914926300018,20243,PRUNELLI-DI-FIUMORBO,5.0230452,47.2823977,L'ALIVETTU,5499
80917791800012,20200,BASTIA,9.445914,42.704833,EURO GESTION,5710
80918433600026,20240,GHISONACCIA,9.408654,42.019512,POSEIDON,5710
80920036300020,20244,SAN-LORENZO,9.29852,42.387491,CHARPENTE TRADI BOIS,5499
80923444600015,20240,GHISONACCIA,9.402055,42.016723,MAQUIS FLEURS,5499
80931222600016,20260,CALVI,8.743832,42.560295,D.N.S 2B,5499
80931408100013,20225,FELICETO,2.2950702,48.9311749,LE MOULIN DU CHATEAU S.A.R.L.,5499
80931408100021,20260,LUMIO,8.825525,42.579994,LE MOULIN DU CHATEAU S.A.R.L.,5499
80931579900019,20200,BASTIA,9.443204,42.696841,SALON LES FILLES,5499
80931579900027,20200,BASTIA,9.448372,42.697458,SALON LES FILLES,5499
80937525600017,20200,BASTIA,9.449217,42.702371,LE BISTROT DES VOYAGEURS,5499
80938624600023,20200,BASTIA,9.45231,42.703218,PATISSERIE DIDIER LEONCINI,5499
80938652700018,20290,BORGO,9.42277,42.554542,TRANSPORTS DONGRADI,5710
80941167100013,20290,CROCICCHIA,9.352532,42.473669,MARANA BTP,5499
80942513500039,20232,OLMETA-DI-TUDA,9.357316,42.612762,SO.GI.QUE. IMMO,5499
80942697600019,[ND],FARINOLE,9.365518,42.72974,DOMAINE GUISSANI PAOLI,5710
80943009300025,20600,FURIANI,9.437003,42.656514,U2.COM.,5710
80949979100014,20232,OLETTA,9.315806,42.660592,CANTINA DI TORRA,5710
80950975500017,20222,BRANDO,9.480986,42.783524,SOLEMARE,5710
80950975500025,20200,BASTIA,9.450167,42.702207,SOLEMARE,5710
80950975500041,20200,BASTIA,9.449941,42.698584,SOLEMARE,5710
80950975500066,20200,BASTIA,9.450433,42.70216,SOLEMARE,5710
80953295500014,20230,SANTA-LUCIA-DI-MORIANI,9.526589,42.390727,TRANSPORTS POLI FRANCIS,5710
80954548600031,20200,BASTIA,3.8848488,43.6083086,HOME DECO BASTIA,5710
80959350200010,20245,GALERIA,8.698572,42.414465,L'ENTRE COTES,5710
80959405400011,20200,BASTIA,9.450113,42.699116,BOUTIQUE L'IMPASSE,5710
80959783400013,20600,FURIANI,9.414627,42.658359,SOCOMATT,5710
80961137900029,20200,BASTIA,9.44335,42.696131,CN'C,5499
80961210400012,20620,BIGUGLIA,9.443318,42.600146,CORSICA DUTY FREE,5710
80961210400020,20290,LUCCIANA,9.476262,42.549345,CORSICA DUTY FREE,5710
80961245000035,20200,BASTIA,9.450069,42.702916,POPOF.D,5499
80961255900025,20200,BASTIA,9.448495,42.694358,CLIMA2B,5499
80961271600096,20240,GHISONACCIA,9.408654,42.019512,FOODIST'ASIAN,5710
80961271600104,20234,VALLE D'ALESANI,9.419773,42.323496,FOODIST'ASIAN,5710
80961622000020,20215,VESCOVATO,9.451211,42.505762,GEMINI-IT,5710
80967844400013,20251,PANCHERACCIA,9.371592,42.218729,CORSICA SOLE INVEST 2,5710
80968766800016,20290,BORGO,9.444531,42.559775,SAS SP DISTRIBUTION,5710
80969204900038,20620,BIGUGLIA,9.430575,42.621578,SAS ANGLE DROIT,5710
80969386400021,20200,BASTIA,9.452328,42.70311,ALTRI ORIZONTI,5499
80970465300017,20270,ALERIA,9.495993,42.1061,ORIENTE ENVIRONNEMENT,5710
80970795300018,20224,CALACUCCIA,9.016385,42.335862,ALBERTACCE BOIS,5499
80971475100017,20620,BIGUGLIA,-0.4807953,42.8308359,SARL A MURZA,5499
80972120200012,20220,MONTICELLO,8.948864,42.621872,JLL PLOMBERIE DE L'ORNICCIO,5710
80976626400018,20233,PIETRACORBARA,9.4701,42.838442,SOCIETE BARONE DISTRIBUTION,5499
80977108200017,20290,LUCCIANA,9.476262,42.549345,LH DISTRIBUTION,5710
80979491000038,20200,VILLE-DI-PIETRABUGNO,9.445576,42.709771,ELIOU,5710
80979491000046,20200,BASTIA,9.45252,42.702907,ELIOU,5710
80979871300016,20230,SAN-NICOLAO,9.526545,42.369702,P.B FACADES,5710
80982867600019,20620,BIGUGLIA,9.43258,42.631121,SARL VP CONSTRUCTION,5499
80985545500014,20213,SORBO-OCAGNANO,9.479245,42.485419,CASINCA AUTOMOBILE,5710
80986145300011,20230,TAGLIO-ISOLACCIO,9.517541,42.43519,SAS A MARINA,5710
80986145300037,20290,LUCCIANA,9.5224,42.557061,SAS A MARINA,5710
80988823300016,20214,CALENZANA,8.849617,42.510123,CALENZANA SERVICES,5499
80990896500019,20243,PRUNELLI-DI-FIUMORBO,9.367679,42.007192,CHRONO DU FIUM'ORBU,5499
80994306100014,20217,NONZA,9.3431,42.784916,BOCCAFINE,5710
80995119700015,20260,CALVI,8.793382,42.54297,JERANTO,5710
80995162700011,20200,BASTIA,9.425197,42.686425,LE CAMION 2,5499
81001775600026,20270,AGHIONE,9.396261,42.087533,GDSOL 53,5710
81001775600034,20270,AGHIONE,9.406175,42.088203,GDSOL 53,5710
81001775600059,20290,LUCCIANA,9.459478,42.533201,GDSOL 53,5710
81001880400031,20290,LUCCIANA,9.43849,42.519702,GDSOL 62,5499
81003308400015,20220,PIGNA,8.899803,42.599554,SARL CASA MUSICALE,5499
81003717600015,20220,L'ILE ROUSSE,8.940882,42.632071,CINQA,5710
81006009500017,20256,CORBARA,8.899846,42.621238,PLC,5710
81007247000018,20218,MOROSAGLIA,9.254993,42.447446,CASALUNA,5710
81007247000026,20237,QUERCITELLO,9.332657,42.428325,CASALUNA,5710
81009918400022,20200,BASTIA,9.446975,42.694995,AKUO CORSE MAINTENANCE,5710
81017772500019,20230,SANTA-LUCIA-DI-MORIANI,9.526589,42.390727,CS PARACHUTISME SERVICES,5710
81018312900016,20290,LUCCIANA,9.446988,42.54456,AERIS,5499
81018340000029,20620,BIGUGLIA,9.427212,42.59163,VINPHI 2,5710
81019108000011,20227,GHISONI,9.209857,42.101575,HOTEL LE KYRIE,5710
81019157700016,20290,BORGO,9.46522,42.573883,ISULABELLA,5710
81019457100016,20250,CORTE,9.149566,42.305326,LMF,5710
81021204300014,20600,BASTIA,9.443529,42.679376,AFFICITY,5499
81021670500014,20218,MOROSAGLIA,9.205972,42.465531,M.P.P.C,5710
81022372700019,20218,URTACA,-1.1676989,44.0766928,SUMENTA NOVA,5499
81022536700012,20270,ALERIA,9.50932,42.11838,H&M CONSTRUCTION,5710
81025712100030,20256,CORBARA,8.889498,42.60935,BALAGNE HABITAT,5499
81026918300010,20230,SANTA-LUCIA-DI-MORIANI,9.527564,42.389208,BERENI BTP,5710
81028553600035,20240,VENTISERI,9.39587,41.954345,B.C. PUBLICITE,5710
81029328200010,20200,BASTIA,9.428744,42.672293,AMERIS JEAN MICHEL,5710
81031079700073,20250,CORTE,9.148862,42.307379,KELI NETWORK FRANCE,5710
81031354400019,20200,BASTIA,9.447564,42.696171,CETA2B,5710
81032888000028,20200,BASTIA,9.449928,42.699738,GOURMANDINE LISA,5499
81032909400017,20217,SAINT FLORENT,9.286421,42.667281,LA BOUCHERIE DE SAINT-FLORENT,5499
81034746800029,20243,SERRA DI FIUMORBO,9.328241,41.971707,CIANA SUN 2,5710
81034746800037,20243,SERRA DI FIUMORBO,9.371302,41.984168,CIANA SUN 2,5710
81034746800052,20240,GHISONACCIA,9.407919,42.067963,CIANA SUN 2,5710
81034746800060,20240,GHISONACCIA,9.389212,42.043514,CIANA SUN 2,5710
81034746800078,20240,GHISONACCIA,9.412871,42.027047,CIANA SUN 2,5710
81034746800086,20240,GHISONACCIA,9.449711,42.069525,CIANA SUN 2,5710
81034746800094,20240,GHISONACCIA,9.389212,42.043514,CIANA SUN 2,5710
81034746800102,20240,GHISONACCIA,9.422958,42.043757,CIANA SUN 2,5710
81034746800110,20243,SERRA DI FIUMORBO,9.371302,41.984168,CIANA SUN 2,5710
81034746800128,20243,SERRA DI FIUMORBO,9.328241,41.971707,CIANA SUN 2,5710
81034746800136,20243,SERRA DI FIUMORBO,9.371302,41.984168,CIANA SUN 2,5710
81034746800144,20243,PRUNELLI DI FIUMORBO,9.0479761,41.731419,CIANA SUN 2,5710
81034746800151,20243,PRUNELLI-DI-FIUMORBO,9.367679,42.007192,CIANA SUN 2,5710
81034746800177,20243,PRUNELLI-DI-FIUMORBO,9.367679,42.007192,CIANA SUN 2,5710
81034746800185,20243,PRUNELLI-DI-FIUMORBO,9.397919,41.9838,CIANA SUN 2,5710
81034746800193,20230,LINGUIZZETTA,9.5102,42.217698,CIANA SUN 2,5710
81034746800201,20230,LINGUIZZETTA,9.5102,42.217698,CIANA SUN 2,5710
81034746800219,20230,LINGUIZZETTA,7.0604839,43.774184,CIANA SUN 2,5710
81034746800227,20230,LINGUIZZETTA,6.2333685,43.559836,CIANA SUN 2,5710
81034746800243,20230,LINGUIZZETTA,9.2771859,41.5869211,CIANA SUN 2,5710
81034746800250,20230,LINGUIZZETTA,9.472891,42.263987,CIANA SUN 2,5710
81034746800276,20240,VENTISERI,2.3283618,48.8725187,CIANA SUN 2,5710
81034746800284,20230,CANALE-DI-VERDE,9.3536245,42.434092,CIANA SUN 2,5710
81034746800292,20230,CANALE DI VERDE,9.54415,42.248164,CIANA SUN 2,5710
81034746800300,20229,RAPAGGIO,9.384057,42.375185,CIANA SUN 2,5710
81034746800318,20221,CERVIONE,9.507145,42.321157,CIANA SUN 2,5710
81034746800326,20218,CASTIFAO,9.119031,42.526134,CIANA SUN 2,5710
81034746800334,20270,AGHIONE,9.411848,42.098596,CIANA SUN 2,5710
81034746800342,20270,AGHIONE,9.403885,42.106822,CIANA SUN 2,5710
81034746800359,20270,TOX,9.443083,42.24406,CIANA SUN 2,5710
81034746800367,20243,PRUNELLI DI FIUMORBO,9.0479761,41.731419,CIANA SUN 2,5710
81034746800375,20243,PRUNELLI-DI-FIUMORBO,9.367679,42.007192,CIANA SUN 2,5710
81034746800383,20243,PRUNELLI-DI-FIUMORBO,9.367679,42.007192,CIANA SUN 2,5710
81034746800409,20221,CERVIONE,9.507145,42.321157,CIANA SUN 2,5710
81034746800417,20212,SERMANO,9.266414,42.315245,CIANA SUN 2,5710
81034746800425,20230,LINGUIZZETTA,9.530251,42.242631,CIANA SUN 2,5710
81034746800441,20240,GHISONACCIA,9.407919,42.067963,CIANA SUN 2,5710
81034746800458,20270,ALERIA,9.510773,42.116669,CIANA SUN 2,5710
81034746800466,20243,PRUNELLI-DI-FIUMORBO,9.367679,42.007192,CIANA SUN 2,5710
81034746800482,20240,GHISONACCIA,9.422958,42.043757,CIANA SUN 2,5710
81034746800490,20240,GHISONACCIA,9.422958,42.043757,CIANA SUN 2,5710
81034746800508,20243,SERRA DI FIUMORBO,9.371302,41.984168,CIANA SUN 2,5710
81034746800532,20243,PRUNELLI DI FIUMORBO,9.0479761,41.731419,CIANA SUN 2,5710
81034746800540,20270,ALERIA,9.514519,42.117994,CIANA SUN 2,5710
81036304400027,20200,VILLE-DI-PIETRABUGNO,9.452374,42.712183,SECOND VOICES,5710
81037023900024,20270,ALERIA,9.513403,42.114756,BOUTIQUE SAFARI 2B,5710
81037063500015,20213,SORBO-OCAGNANO,9.479245,42.485419,LE CLOS DES OLIVIERS,5710
81043287200028,20620,BIGUGLIA,9.432002,42.630645,WALK ON SCALES,5710
81046616900036,20214,CALENZANA,8.804433,42.478248,NATURA CORSA,5499
81046616900044,20214,MONCALE,8.819705,42.503262,NATURA CORSA,5499
81047534300010,20220,SANT'ANTONINO,4.39087,45.4547668,SAN PARTEU,5710
81047534300036,20220,L'ILE-ROUSSE,8.938454,42.635157,SAN PARTEU,5710
81049105000011,20220,AREGNO,8.871951,42.593018,J.L.M. TRVAUX,5710
81049557200028,20600,BASTIA,9.431036,42.68508,DJS HOLDING,5710
81053122800015,20260,CALVI,8.756001,42.566955,CASTELLANI DIFFUSION,5710
81053221800015,20214,CALENZANA,8.853983,42.507662,L'ALIVU,5710
81055985600010,20213,PENTA-DI-CASINCA,9.51005,42.442417,NEW MODE,5499
81056840200038,20290,LUCCIANA,9.476262,42.549345,SOCIETE DE CONSTRUCTION GENERALE,5499
81059478800012,20240,GHISONACCIA,9.403477,42.014354,OBJECTIF HYGIENE,5499
81063454300021,20290,LUCCIANA,9.468436,42.548071,LE PINA,5499
81064535800013,20260,CALVI,8.759025,42.567076,PAULETTE,5499
81064867500017,20620,BIGUGLIA,9.444543,42.623316,CORSETRANS CONSTRUCT,5499
81065237000018,20260,CALVI,8.753125,42.553419,CASA OLEANDA,5499
81066359100016,20600,BASTIA,9.443979,42.682121,PRESSING NATURE,5710
81066617200012,20200,BASTIA,9.452082,42.703445,"EUREX-FIDUCIAIRE ILE DE FRANCE MEDITERRANEE BASTIA ""EUREX-FIFM BASTIA""",5499
81066625500015,20240,GHISONACCIA,9.422958,42.043757,"EUREX-FIDUCIAIRE ILE DE FRANCE MEDITERRANEE GHISONACCIA ""EUREX-FIFM GHISONACCIA""",5499
81067502500011,20245,GALERIA,8.697625,42.401967,STELLA MARINA,5499
81069931400037,20231,VENACO,7.6194395,44.0022962,PEMI,5710
81070109400015,20290,LUCCIANA,9.467779,42.543889,AUTOCARS A MARANA,5499
81071068100059,20213,SORBO-OCAGNANO,9.479245,42.485419,PROMOXIA,5499
81071104400026,20213,SORBO-OCAGNANO,9.479245,42.485419,CORSEA PIERRE,5710
81071104400042,20213,SORBO-OCAGNANO,9.479245,42.485419,CORSEA PIERRE,5710
81074287400011,20260,CALVI,8.75758,42.557808,JANA'O,5499
81074381500013,20200,BASTIA,9.450331,42.700998,MARCY,5499
81075880500016,20230,TAGLIO-ISOLACCIO,9.537483,42.437315,EUROTRANSPORTS BELCASTRO FRERES,5499
81079570800017,20251,PANCHERACCIA,9.371592,42.218729,CS SPW,5710
81079814000010,20251,PANCHERACCIA,9.371592,42.218729,CORSICA SOLE 14,5710
81079814000028,20218,PRATO-DI-GIOVELLINA,9.169404,42.419152,CORSICA SOLE 14,5710
81081302200029,20620,BIGUGLIA,9.427212,42.59163,D.A.B,5710
81081454100019,20220,L'ILE-ROUSSE,8.939299,42.634,SARL FC BURGER BAR,5499
81082014200018,20251,PANCHERACCIA,9.371592,42.218729,CORSICA SOLE 15,5499
81082014200026,20240,POGGIO DI NAZZA,9.29278,42.05242,CORSICA SOLE 15,5499
81084181700093,20230,LINGUIZZETTA,9.5102,42.217698,NYX ENERGIE,5710
81084380500013,20230,TALASANI,9.528398,42.417532,MENUISERIE FILIPPI,5710
81084916600022,20200,BASTIA,9.426517,42.665784,SMART SERVICE INFORMATIQUE,5710
81085262400024,20215,VESCOVATO,9.473997,42.515737,CESARI TRANSPORTS LOCATIONS,5710
81087674800015,20200,SAN-MARTINO-DI-LOTA,9.454288,42.72042,SASU RP COMM',5710
81090722000018,20222,BRANDO,9.452973,42.783148,SAS CAPRAIA,5710
81093070100018,20200,BASTIA,9.448984,42.694654,SAS H.A CONSTRUCTIONS,5710
81093104800021,20600,FURIANI,9.433239,42.657488,AVENIR CONSTRUCTION 2B,5499
81093110500011,20270,ALERIA,9.485048,42.126977,S.M.P,5710
81093272300010,20260,CALVI,8.773196,42.553146,CONCEPT GYM,5710
81093396000017,20220,SANTA-REPARATA-DI-BALAGNA,8.925739,42.602059,MA RE AN,5499
81093396000025,20220,AREGNO,8.882059,42.584858,MA RE AN,5499
81095833000021,20220,L'ILE-ROUSSE,8.937791,42.633318,SAS MAE,5710
81095833000039,20220,L'ILE-ROUSSE,8.938353,42.635446,SAS MAE,5710
81095858700018,20290,LUCCIANA,9.497065,42.542645,FASHION VICTIME,5499
81096136700010,20200,BASTIA,9.439113,42.665886,G.C.P.B.,5710
81096148200017,20200,BASTIA,9.426517,42.665784,CINQUINI,5710
81097800700013,20200,BASTIA,9.447754,42.691181,E.C.M,5710
81100917400012,20230,SANTA-LUCIA-DI-MORIANI,9.492158,42.376926,KMG,5710
81100917400020,20230,SAN-NICOLAO,9.526545,42.369702,KMG,5710
81101625200017,20290,BORGO,9.457523,42.574093,SEPS,5499
81101762300018,20251,PANCHERACCIA,9.371592,42.218729,CS SPW3,5710
81101762300026,20230,LINGUIZZETTA,9.5102,42.217698,CS SPW3,5710
81101762300034,20230,LINGUIZZETTA,9.536933,42.208349,CS SPW3,5710
81101762300042,20230,LINGUIZZETTA,8.8507912,42.2091002,CS SPW3,5710
81102182300026,20600,BASTIA,9.44122,42.680275,CONCEPT RENOVATION BATIMENT,5499
81103192100026,20200,BASTIA,9.449941,42.698584,CASELLU,5710
81103664900028,20290,BORGO,9.443644,42.551857,P2FPLOMBERIE,5710
81104573100031,20200,BASTIA,9.449322,42.698148,GROUPE SKOLT,5710
81107080400018,20215,VENZOLASCA,9.464996,42.496143,SANTA LUCIA,5710
81107484800011,20600,FURIANI,9.427663,42.640103,AC2I,5710
81107745200019,20233,PIETRACORBARA,9.467068,42.841459,JBG LAVAGE SARL,5499
81111309100011,20200,BASTIA,9.449819,42.698184,EB STUDIO,5710
81114612500018,20620,BIGUGLIA,9.438978,42.627566,CARACUTU,5710
81114697600014,20221,SANTA-MARIA-POGGIO,9.508193,42.350367,PALETERIA PALITOS,5710
81116495300010,20220,L'ILE-ROUSSE,8.940542,42.632487,ESSO FALCONETTI,5499
81116542200015,20220,L'ILE ROUSSE,8.939144,42.633992,LACORE,5499
81116986100010,20290,LUCCIANA,9.476262,42.549345,BCYCLET CORSE,5710
81117433300021,20220,L'ILE-ROUSSE,8.942569,42.632206,ISULA CUISINES,5710
81118458900018,20230,SAN-NICOLAO,9.518625,42.363481,SAS SANTINI TP,5710
81118486000021,20260,CALVI,8.753878,42.561657,CALVI NAUTIQUE SERVICES,5499
81118501600011,20240,GHISONACCIA,9.395956,42.030167,GMC FROID,5710
81120682000011,20600,BASTIA,9.432776,42.672975,LAVERIE CIPRIANI,5710
81120682000029,20200,BASTIA,9.449316,42.694636,LAVERIE CIPRIANI,5710
81125999300012,20290,LUCCIANA,9.443559,42.549512,GELATERIA DELL'ARTE,5710
81128512100018,20290,LUCCIANA,9.476262,42.549345,GARAGE MORDICONI,5710
81128691300017,20220,L'ILE-ROUSSE,8.929981,42.63122,BELFAST,5710
81131774200013,20200,BASTIA,9.448387,42.705971,MARIE TOMASINI,5710
81134358100039,20260,CALVI,8.756647,42.566367,NEW ZEALAND RUGBY CORSICA,5499
81137140000011,20213,SORBO-OCAGNANO,9.457057,42.476443,IST COMPAGNIE,5499
81137304200019,20600,FURIANI,9.426421,42.647482,ENERGIE CONCEPT,5710
81137537700017,20224,CALACUCCIA,9.01936,42.334467,SERVICE ENVIRONNEMENT.INSULAIRE - S.E.I,5710
81138237300017,20600,FURIANI,9.413422,42.658441,M.R.CONFECTION HOLDING,5499
81145381000038,20200,BASTIA,9.446975,42.694995,FPV FRASSONE,5499
81145381000046,20270,ALERIA,9.495993,42.1061,FPV FRASSONE,5499
81146516000018,20239,MURATO,9.327416,42.567608,L'UMBRIA,5710
81148222300021,20270,ANTISANTI,0.8583514,47.7776754,FPV VALLERONE,5499
81148222300039,20200,BASTIA,9.446975,42.694995,FPV VALLERONE,5499
81150362200037,20620,BIGUGLIA,9.438764,42.627934,SPVE,5710
81152173100018,20290,BORGO,9.457523,42.574093,GROUPE PAGANI,5499
81153988100011,20218,PIEDIGRIGGIO,9.2081505,42.4600037,GLOBAL WINE CONSULTING,5499
81154138200016,20290,ORTIPORIO,9.345161,42.456558,E FRAPPE DI MINNA,5499
81154455000023,20200,BASTIA,9.451238,42.702955,AJB,5710
81154455000031,20218,MOROSAGLIA,9.254993,42.447446,AJB,5710
81154455000049,20240,GHISONACCIA,9.432016,42.004688,AJB,5710
81154455000056,20213,PENTA-DI-CASINCA,9.505674,42.451789,AJB,5710
81156016800015,20251,PANCHERACCIA,9.371592,42.218729,CORSICA SOLE 10,5710
81156016800023,20250,POGGIO-DI-VENACO,9.220178,42.270472,CORSICA SOLE 10,5710
81156751000011,20251,PANCHERACCIA,9.371592,42.218729,CORSICA SOLE 8,5710
81156751000029,20251,PANCHERACCIA,9.405012,42.196547,CORSICA SOLE 8,5710
81156758500013,20251,PANCHERACCIA,9.371592,42.218729,CORSICA SOLE 9,5710
81156758500021,20251,GIUNCAGGIO,9.383791,42.191146,CORSICA SOLE 9,5710
81158294900020,20243,PRUNELLI-DI-FIUMORBO,9.379397,41.999558,SAPONE NUSTRALE,5710
81158584300014,20200,BASTIA,9.44008,42.703783,M CONCEPT HOLDING,5710
81163668700014,20200,BASTIA,9.449863,42.695366,MAV,5710
81165342700013,20251,PANCHERACCIA,9.371592,42.218729,CORSICA SOLE 8,5499
81165482100016,20251,PANCHERACCIA,9.371592,42.218729,CORSICA SOLE 9,5499
81168579100014,20270,ALERIA,3.8535531,43.5936517,PACO BTP,5499
81173726100016,20215,VESCOVATO,9.463689,42.498798,L'OTENTIK,5710
81177058500024,20224,CALACUCCIA,9.018451,42.330114,U FUCAGHJOLU,5499
81178987400013,20200,BASTIA,9.439113,42.665886,C G I (CYRIL GERIN INVEST),5710
81178987400021,20200,BASTIA,9.448898,42.695061,C G I (CYRIL GERIN INVEST),5710
81179043500010,20232,OLETTA,9.342666,42.6322,RUGANI FINANCIERE,5499
81182091900017,20620,BIGUGLIA,9.440345,42.600454,GARAGE CAMPO,5499
81182309500013,20240,SOLARO,9.396216,41.878342,LE GALION,5710
81183160100026,20200,BASTIA,9.448724,42.697115,REC 47,5710
81183492800038,20240,SOLARO,9.320816,41.879755,TARCO BEACH,5710
81187786900024,20213,SORBO-OCAGNANO,9.479245,42.485419,CORSEA PROMOTION 17,5710
81187958400019,20240,VENTISERI,9.382986,41.927479,PROFIL ACA,5710
81191800200015,20240,VENTISERI,9.389199,41.924857,ZENITUDE TRAVAUX,5710
81192007300012,20222,BRANDO,9.464624,42.75803,SARL LES PLAGES,5499
81193436300599,20290,BORGO,9.495492,42.59883,NXO FRANCE,5710
81193959400016,20230,SAN-NICOLAO,9.509225,42.368541,BARTICCIONI,5710
81194167300014,20230,SAN-GIOVANNI-DI-MORIANI,9.470394,42.373906,A FERLA,5710
81194385100014,20600,BASTIA,9.443979,42.682121,CECC-MANAGEMENT,5710
81196355200013,20240,GHISONACCIA,9.407691,42.01461,LB-DS,5499
81201783800010,20290,LUCCIANA,9.458682,42.548158,LA CALIFORNIA,5710
81201783800028,20290,LUCCIANA,9.529622,42.548406,LA CALIFORNIA,5710
81202100400013,20240,LUGO DI NAZZA,5.8916313,43.8655931,A VECCHIA MINA,5710
81202100400021,20227,GHISONI,9.21006,42.090695,A VECCHIA MINA,5710
81204719900045,20226,BELGODERE,9.009379,42.618961,LORELEI,5710
81205213200030,20600,FURIANI,9.435201,42.654233,CASA MEA IMMOBILIER,5710
81205241300026,20232,OLETTA,9.35616,42.633212,NEBBIO COULEURS,5499
81205346000018,20232,OLETTA,9.333842,42.641779,TECHNICORSOL,5710
81207763400010,20620,BIGUGLIA,9.443318,42.600146,NETCO CORSE,5710
81210774600016,20200,BASTIA,9.45143,42.696407,MALPELI,5710
81210774600024,20217,SAINT-FLORENT,9.302036,42.680438,MALPELI,5710
81210870200018,20243,SAN GAVINO DI FIUMORBO,4.39087,45.4547668,MURACCIOLE TAXIS,5710
81210907200049,20620,BIGUGLIA,9.439744,42.595367,CORSE THERMIQUE SERVICES,5710
81210923900010,20230,TALASANI,9.522842,42.42378,S.C MENIN,5710
81210948600017,20620,BIGUGLIA,9.440345,42.600454,TECNOMED,5710
81214245300024,20200,SAN-MARTINO-DI-LOTA,9.458206,42.73058,THEODORE,5710
81219939600027,20600,FURIANI,9.440949,42.658655,ACEVENT,5710
81224747600029,20290,BORGO,9.440419,42.559511,CASA CONCEPT AGENCEMENT,5710
81226796100017,20200,BASTIA,9.413196,42.687863,LION,5710
81227059300013,20214,CALENZANA,8.794514,42.499287,I CONTROL SAS,5710
81227871100021,20200,BASTIA,9.445545,42.704671,TR SCAN,5710
81230242000045,20620,BIGUGLIA,9.439744,42.595367,AUROC,5710
81234731800014,20200,BASTIA,9.448993,42.694115,SAS CORSE DRONE EXPERTISE,5710
81237327200010,20290,BORGO,9.482003,42.5547317,ALTAGNA HOLDING,5710
81239764400020,20220,L'ILE ROUSSE,8.933938,42.631821,SAS ADGP,5710
81242466100013,20200,BASTIA,9.44008,42.703783,LES JARDINS DE VILLE,5499
81243209400017,20290,BORGO,9.494371,42.5996,LE BISTROT DE LA MARANA,5710
81248760100013,20200,BASTIA,9.440533,42.686266,BAR U MACCHIO,5710
81250470200018,20200,VILLE-DI-PIETRABUGNO,9.45425,42.711037,CARROSSERIE OPPECINI PERE ET FILS,5499
81252723200027,20213,SORBO-OCAGNANO,9.48873,42.482742,CORSEA PROMOTION 10,5710
81255832800017,20290,BORGO,9.434462,42.589574,NATURAL FRUITS,5499
81257108100015,20600,BASTIA,9.439731,42.671974,A CAFETERIA,5499
81258804400022,20200,BASTIA,9.45202,42.703832,M.G.2.B.,5499
81259897700021,20256,CORBARA,8.892443,42.611551,PERCHE A TERRA,5710
81260297700017,20232,OLETTA,9.317399,42.65148,NIEVES,5499
81264130600012,20600,BASTIA,9.432393,42.677987,CABINET LUC GRASSINI,5710
81265492900023,20243,PRUNELLI-DI-FIUMORBO,9.388347,41.988893,TRIBALDI,5710
81266031400012,20250,CORTE,9.150335,42.306564,LA RIVIERE DES VINS,5710
81266031400020,20250,CORTE,9.150213,42.306488,LA RIVIERE DES VINS,5710
81267755700025,20200,BASTIA,9.449217,42.702371,LES CUISINES DE L'OLIVIER,5499
81269773800019,20200,SANTA-MARIA-DI-LOTA,9.440145,42.743309,MLC,5499
81271521700020,20200,BASTIA,9.428744,42.672293,C.C BASTIA,5499
81272029000012,20260,CALVI,8.756647,42.566367,SOCIETE FONCIERE AMENAGEMENT CORSE,5499
81272488800019,20200,BASTIA,9.452326,42.696565,FID'AZUR CORSE,5710
81273710400024,20290,BORGO,9.440898,42.565232,EXTENDEO,5785
