siret,codePostalEtablissement,libelleCommuneEtablissement,longitude,latitude,denominationUniteLegale,categorieJuridiqueUniteLegale
04552004600025,20000,AJACCIO,8.627163,41.928813,EMPIRE,5499
04552004600041,20090,AJACCIO,8.737096,41.921135,EMPIRE,5499
04572003400060,20090,AJACCIO,8.740354,41.932483,OLLANDINI AUTOCARS DE TOURISME,5710
04572005900026,20167,AFA,8.798382,41.984061,BRULERIE CORSICA,5710
04572025700018,20000,AJACCIO,8.738404,41.916411,SOC DE GESTION DU CASINO D'AJACCIO,5710
04582001600041,20000,AJACCIO,8.738796,41.926082,SOC ORAZZI ET FILS,5499
04582001600058,20000,AJACCIO,8.738592,41.924589,SOC ORAZZI ET FILS,5499
04582008100029,20000,AJACCIO,8.738796,41.926082,STE COMMER INDUS IMMOB CORSE,5499
04582010700014,20090,AJACCIO,8.759329,41.927192,CORSOVIA,5710
04582010700022,20167,SARROLA-CARCOPINO,8.823581,41.974218,CORSOVIA,5710
04582011500025,20137,PORTO-VECCHIO,9.287506,41.608707,RAPIDES BLEUS,5499
04592007100011,20113,OLMETO,8.918317,41.692215,BRASSENS-FOLACCI,5499
04592007100037,20000,AJACCIO,8.655752,41.909311,BRASSENS-FOLACCI,5499
04602020200019,20110,PROPRIANO,8.915969,41.679748,HOTEL ROC E MARE,5499
04612017600022,20137,PORTO-VECCHIO,9.320517,41.56408,GOLFO DI SOGNO,5499
04632001600028,20167,AFA,8.809098,41.979118,SOCIETE DE CONSTRUCTION BEL-AIR,5499
04632003200033,20000,AJACCIO,8.757362,41.931744,ENTREPRISE PH. FILIPPINI ET COMPAGNIE,5499
04632011500010,20000,AJACCIO,8.739981,41.91807,CORSEMER,5499
04632020600017,20000,AJACCIO,8.725184,41.914415,ORGANIGRAM,5710
04632020600041,20090,AJACCIO,8.737222,41.917987,ORGANIGRAM,5710
04632020600058,20090,AJACCIO,8.737222,41.917987,ORGANIGRAM,5710
04632020600090,20166,GROSSETO-PRUGNA,8.788244,41.881768,ORGANIGRAM,5710
04642021200030,20167,SARROLA-CARCOPINO,8.835125,42.001796,RAFFALLI TRAVAUX PUBLICS,5499
04642021200048,20137,PORTO-VECCHIO,9.285511,41.562386,RAFFALLI TRAVAUX PUBLICS,5499
04652031800018,20167,AFA,1.8492779,50.9592652,METAL SUD,5499
04662024100011,20117,OCANA,8.922568,41.94151,VALICELLI CLINIQUE DIABETE ET NUTRITION,5710
04662026600067,20090,AJACCIO,8.740354,41.932483,OLLANDINI LOCATION VOITURES ET CAMIONS,5710
04662026600083,20114,FIGARI,9.11381,41.499298,OLLANDINI LOCATION VOITURES ET CAMIONS,5710
04662026600091,20090,AJACCIO,8.804378,41.929606,OLLANDINI LOCATION VOITURES ET CAMIONS,5710
04662026600133,20090,AJACCIO,8.791505,41.930472,OLLANDINI LOCATION VOITURES ET CAMIONS,5710
04672008200018,20137,PORTO-VECCHIO,9.276942,41.589975,SUPER RELAIS COTE DES NACRES,5710
04672008200034,20137,PORTO-VECCHIO,9.276823,41.602433,SUPER RELAIS COTE DES NACRES,5710
04672008200067,20137,PORTO-VECCHIO,9.287506,41.608707,SUPER RELAIS COTE DES NACRES,5710
04672012400018,20090,AJACCIO,8.770507,41.950013,AJACCIO DIESEL,5499
04682003100030,20167,SARROLA-CARCOPINO,8.809181,41.959388,VIBEL,5710
04682006400015,20000,AJACCIO,8.650696,41.909089,LA PARATA HOTEL,5499
04682009800039,20090,AJACCIO,8.740354,41.932483,ORGANISATION DE TRANSPORT ET LOGISTIQUE,5710
04692003900016,20137,PORTO-VECCHIO,9.325837,41.565144,LES BERGERIES DE PALOMBAGGIA,5499
04692012000014,20128,GROSSETO-PRUGNA,8.80624,41.887794,SOCIETE CORSE ORGANISATION DE LOISIRS,5499
04692036900017,20090,AJACCIO,8.757711,41.930971,HOTEL SPUNTA DI MARE,5499
04692048400014,20124,ZONZA,9.361362,41.691028,SOC HOTELIERE DE PINARELLO,5499
04692048400022,20124,ZONZA,9.3477901,41.6995008,SOC HOTELIERE DE PINARELLO,5499
04692048400030,20124,ZONZA,9.366997,41.686467,SOC HOTELIERE DE PINARELLO,5499
04702017700045,20000,AJACCIO,8.715774,41.908725,SOCIETE IMMOBILIERE COLOMBA,5499
04702029200018,20115,PIANA,8.629241,42.226081,CAPO-ROSSO - CAMILLI - OLLIVIER ET MASSA,5710
04712001900022,20137,PORTO-VECCHIO,9.276879,41.5979,POVO DISTRIBUTION,5710
04712001900030,20137,PORTO VECCHIO,9.275517,41.596913,POVO DISTRIBUTION,5710
04712009200011,20000,AJACCIO,8.783759,41.953104,SOCIETE INDUSTRIELLE ET COMMERCIALE DES APPLICATIONS DU BOIS,5710
04712016700011,20000,AJACCIO,8.793931,41.935353,SOCIETE HOTELIERE DU CAMPO DELL'ORO,5710
04712026600029,20166,PIETROSELLA,8.780739,41.83643,CAMPING LE SUD,5499
04712032400018,20090,AJACCIO,8.739992,41.93205,SARL AGENCE DU GOLFE,5499
04712032400026,20000,AJACCIO,8.730588,41.915584,SARL AGENCE DU GOLFE,5499
04712038100018,20090,AJACCIO,8.744934,41.937246,MAISON DE SOINS DU FINOSELLO,5710
04722005800060,20137,LECCI,9.328199,41.648801,GARDEN SERVICE,5710
04722011600082,20000,AJACCIO,8.739466,41.933967,OLLANDINI SMART TRAVEL,5710
04722011600116,20000,AJACCIO,8.757362,41.931744,OLLANDINI SMART TRAVEL,5710
04722025600110,20000,AJACCIO,8.793931,41.935353,HOLCAR,5710
04722034800024,20137,PORTO-VECCHIO,9.241578,41.563697,BLANCHISSERIE INDUSTRIELLE PICCIOCCHI,5710
04722042100011,20169,BONIFACIO,9.220999,41.401964,SOCIETE DE L'HOTEL DU GOLFE,5499
04722061100017,20110,PROPRIANO,8.917752,41.669596,MOCCHI TOUSSAINT,5499
04722061100025,20110,PROPRIANO,8.912492,41.671797,MOCCHI TOUSSAINT,5499
04732008000048,20167,SARROLA-CARCOPINO,8.835125,42.001796,SARL DEMECORSE,5499
04732010600017,20090,AJACCIO,8.774276,41.952413,SOCIETE COMMERCIALE DU DOMAINE PERALDI,5499
04732011400011,20000,AJACCIO,8.735056,41.930659,ENTRETIEN ET COULEURS,5710
04732013000017,20130,CARGESE,8.599658,42.140557,SARL DU DOMAINE SAINT PIERRE,5499
04732018900039,20167,ALATA,8.771395,41.971125,SOCIETE CORSE PUBLICITE TOURISME,5499
04732023900016,20137,PORTO-VECCHIO,9.276823,41.602433,GARAGE AUTO SPORT,5499
05680681300426,20000,AJACCIO,8.736572,41.920095,LA PROVENCE,5710
05780173000060,20000,AJACCIO,8.738769,41.925076,LA MERIDIONALE,5710
05780173000086,20137,PORTO-VECCHIO,9.290909,41.586465,LA MERIDIONALE,5710
05781062400031,20000,AJACCIO,8.653122,41.910006,LA ROUTE,5499
07662019400027,20124,ZONZA,9.3477901,41.6995008,LE MOTEL DES AMANDIERS,5499
30016476100037,20000,AJACCIO,8.776601,41.948901,OPTIQUE RAILLARD,5499
30024700400025,20137,PORTO-VECCHIO,9.277732,41.590699,CAMILLE LUCIANI ET COMPAGNIE,5499
30057104901032,20167,SARROLA-CARCOPINO,8.835125,42.001796,PETIT FORESTIER LOCATION,5710
30058636900013,20137,PORTO-VECCHIO,9.276823,41.602433,BALESI AUTOMOBILE,5710
30058672400035,20167,SARROLA-CARCOPINO,8.809805,41.952594,SOCIETE D'EXPLOITATION DE CARRIERES ET AGREGATS,5710
30058672400043,20129,BASTELICACCIA,8.8366,41.935429,SOCIETE D'EXPLOITATION DE CARRIERES ET AGREGATS,5710
30058672400050,20167,APPIETTO,8.776627,41.997499,SOCIETE D'EXPLOITATION DE CARRIERES ET AGREGATS,5710
30058672400068,20167,CUTTOLI-CORTICCHIATO,8.883341,41.97688,SOCIETE D'EXPLOITATION DE CARRIERES ET AGREGATS,5710
30063193400019,20100,SARTENE,8.852425,41.541494,LA VENA,5499
30063199100068,20090,AJACCIO,8.756993,41.933112,SOCIETE FERMIERE DE CAMPOLORO,5710
30063219700012,20169,BONIFACIO,9.218643,41.376939,SASIC,5499
30064341800019,20113,OLMETO,8.925284,41.685569,CAMPING COLOMBA,5499
30064833400039,20141,MARIGNANA,8.719652,42.20803,COMALEX SA,5710
30074846400025,20167,SARROLA-CARCOPINO,8.802764,41.95107,ETABLISS FUSELLA SA,5710
30074846400033,20167,SARROLA-CARCOPINO,8.800789,41.956644,ETABLISS FUSELLA SA,5710
30074846400041,20167,SARROLA-CARCOPINO,8.802764,41.95107,ETABLISS FUSELLA SA,5710
30107521400025,20090,AJACCIO,8.739617,41.936346,ELECTRICITE GENERALE D'AJACCIO,5499
30119311600011,20128,GROSSETO-PRUGNA,8.787253,41.881776,SOCIETE CORSE DE RESTAURANTS SOCORES,5499
30119311600029,20128,GROSSETO-PRUGNA,8.80624,41.887794,SOCIETE CORSE DE RESTAURANTS SOCORES,5499
30124240000010,20000,AJACCIO,8.735334,41.917953,OLLANDINI AGENCE DE VOYAGES,5710
30124240000150,20090,AJACCIO,8.740354,41.932483,OLLANDINI AGENCE DE VOYAGES,5710
30124277200061,20090,AJACCIO,8.736635,41.920063,DIVABOX,5710
30124277200079,20090,AJACCIO,8.737217,41.922988,DIVABOX,5710
30124277200087,20000,AJACCIO,8.776601,41.948901,DIVABOX,5710
30124277200103,20128,GROSSETO-PRUGNA,8.806388,41.89297,DIVABOX,5710
30124277200129,20090,AJACCIO,8.779149,41.953134,DIVABOX,5710
30124277200137,20000,AJACCIO,8.772757,41.928977,DIVABOX,5710
30124277200145,20000,AJACCIO,8.783759,41.953104,DIVABOX,5710
30134058407058,20000,AJACCIO,8.75047,41.937628,ENGIE HOME SERVICES,5710
30150139100207,20000,AJACCIO,8.70068,41.934735,SAFRAN ELECTRICAL & POWER,5710
30152505100019,20000,AJACCIO,8.737853,41.919105,LA MAISON DU CORAIL,5499
30152505100043,20000,AJACCIO,8.738193,41.919352,LA MAISON DU CORAIL,5499
30159211900020,20090,AJACCIO,8.791505,41.930472,TORRE,5710
30159211900046,20090,AJACCIO,8.791505,41.930472,TORRE,5710
30159211900053,20118,COGGIA,8.710923,42.100669,TORRE,5710
30176845300021,20000,AJACCIO,8.734841,41.926226,SOC EXPLOITATION BOULANGERIE LIVI FRERES,5499
30186541600012,20110,PROPRIANO,8.897862,41.676506,SOCIETE DU CHANTIER NAVAL DE PROPRIANO,5710
30186541600038,20110,PROPRIANO,8.917713,41.656706,SOCIETE DU CHANTIER NAVAL DE PROPRIANO,5710
30186541600046,20110,PROPRIANO,8.917517,41.66281,SOCIETE DU CHANTIER NAVAL DE PROPRIANO,5710
30189858100022,20169,BONIFACIO,9.152369,41.387854,AGENCE MARITIME BASTIAISE,5499
30189858100030,20000,AJACCIO,8.739981,41.91807,AGENCE MARITIME BASTIAISE,5499
30206965300038,20000,AJACCIO,8.757362,41.931744,ORGANICO,5499
30252834400021,20139,LOPIGNA,8.844355,42.105439,STE D EXPL DE TRUGGIA,5499
30264117000055,20000,AJACCIO,8.776601,41.948901,STOCKS AMERICAINS,5499
30269820400013,20130,CARGESE,8.599345,42.143409,SOC D OMIGNA,5499
30323029600053,20000,AJACCIO,8.738925,41.91803,SOC ETS ORSINI ART STYLE,5710
30329227000012,20110,PROPRIANO,8.904762,41.674821,SARL DIGIACOMO FRERES,5499
30341408000018,20000,AJACCIO,8.735767,41.920885,VINTAGE COIFFURE,5499
30346903500016,20129,BASTELICACCIA,8.827408,41.914196,SUD MATERIAUX,5499
30349527900026,20137,PORTO-VECCHIO,9.284675,41.595275,CASA SANTINI PORTO VECCHIO,5710
30352893900034,20167,SARROLA-CARCOPINO,8.809805,41.952594,SOCIETE CORSE DE BOISSONS BASTIA,5710
30364931300028,20146,SOTTA,9.161704,41.571931,A. SAULI ET CIE,5710
30364931300036,20137,PORTO-VECCHIO,9.241578,41.563697,A. SAULI ET CIE,5710
30365637500431,20090,AJACCIO,8.756699,41.938377,PERNOD RICARD FRANCE,5710
30381655700043,20118,COGGIA,8.756355,42.118556,ETABLISSEMENTS PADRONA FRANCOIS,5499
30381655700076,20090,AJACCIO,8.771658,41.929064,ETABLISSEMENTS PADRONA FRANCOIS,5499
30401225500028,20146,SOTTA,9.208203,41.558013,EURO CORSE VOYAGES,5499
30401225500036,20169,BONIFACIO,9.162513,41.388064,EURO CORSE VOYAGES,5499
30401225500044,20137,PORTO-VECCHIO,9.276942,41.589975,EURO CORSE VOYAGES,5499
30401225500051,20000,AJACCIO,8.735714,41.918668,EURO CORSE VOYAGES,5499
30414263100015,20090,AJACCIO,8.760477,41.928287,RELAIS CECCALDI SA,5710
30421981900022,20000,AJACCIO,8.735221,41.919194,S E DES TRANSPORTS BLACHERE,5499
30431845401596,20167,SARROLA-CARCOPINO,8.835125,42.001796,BESSON CHAUSSURES,5710
30449785203053,20000,AJACCIO,8.735825,41.929104,SECURITAS FRANCE SARL,5499
30460544700016,20090,AJACCIO,8.73572,41.939155,LES GLACIERES D AJACCIO,5710
30460544700032,20090,AJACCIO,8.73572,41.939155,LES GLACIERES D AJACCIO,5710
30464645800121,20167,TAVACO,8.885048,42.031528,FIMUREX MEDITERRANEE,5710
30489230000019,20128,GROSSETO-PRUGNA,8.933084,41.879889,SOCIETE DES EAUX DU COL SAINT-GEORGES,5710
30491496300059,20090,AJACCIO,8.7623,41.940272,MOTO HALL,5499
30494047101315,20090,AJACCIO,8.739182,41.933952,LOCAPHARM,5710
30515301700028,20090,AJACCIO,8.739128,41.930512,COMPTOIR MEDITERRANEEN ACCESSOIRES AUTOMOBILES,5710
30515301700036,20167,AFA,8.798382,41.984061,COMPTOIR MEDITERRANEEN ACCESSOIRES AUTOMOBILES,5710
30515301700044,20167,AFA,8.798382,41.984061,COMPTOIR MEDITERRANEEN ACCESSOIRES AUTOMOBILES,5710
30533177900028,20000,AJACCIO,8.662783,41.908259,COMPAGNIE FINANCIERE ANTONIOLI,5499
30534947400018,20137,PORTO VECCHIO,9.281219,41.591871,SUDETANCHE,5499
30603994200017,20169,BONIFACIO,9.168068,41.387606,SARL BONIFACIENNE DE CONGELATION,5499
30603994200025,20169,BONIFACIO,9.160404,41.388585,SARL BONIFACIENNE DE CONGELATION,5499
30624487200058,20000,AJACCIO,8.738963,41.923759,ARMEMENT MARITIME CYRNOS,5710
30638506300046,20090,AJACCIO,8.804378,41.929606,SOCIETE CASAVIA,5710
30650600700013,20145,SARI SOLENZARA,9.378824,41.846427,LE RELAIS DE LA COTE DES NACRES,5499
30667721200020,20137,LECCI,9.334434,41.628004,SARL FERME AVICOLE CORSEOEUF,5499
30691774100010,20124,ZONZA,9.361362,41.691028,PINARELLO CAMPING CARAVANING,5499
30703598000019,20117,ECCICA-SUARELLA,8.893395,41.925582,LES MOTELS D'ACQUADOLCE,5499
30739171400028,20137,PORTO-VECCHIO,9.290544,41.61668,PASSE COMPOSE,5499
30752381100031,20090,AJACCIO,8.78506,41.932454,TOUSERVICES,5499
30752387800147,20167,CUTTOLI-CORTICCHIATO,8.851295,41.973008,SOC CORSE DE DISTRIBUTION,5499
30752439700014,20167,SARROLA-CARCOPINO,8.847432,42.006205,SARL ILE DE BEAUTE,5499
30752444700017,20137,PORTO-VECCHIO,9.315925,41.576862,SARL LE HAMEAU DE PALOMBAGGIA,5499
30752451200018,20137,PORTO-VECCHIO,9.280546,41.591343,LORENZONI FRERES,5499
30909771500028,20167,SARROLA-CARCOPINO,1.8492779,50.9592652,AMEUBLEMENT ET CONFORT MENAGER,5499
30937225800033,20110,PROPRIANO,8.917713,41.656706,ETABLISSEMENTS PIERETTI,5710
30937225800066,20137,PORTO-VECCHIO,9.241578,41.563697,ETABLISSEMENTS PIERETTI,5710
30937225800090,20167,SARROLA-CARCOPINO,8.809181,41.959388,ETABLISSEMENTS PIERETTI,5710
30937225800116,20090,AJACCIO,8.763564,41.947908,ETABLISSEMENTS PIERETTI,5710
30937225800124,20167,AJACCIO,8.773235,41.954706,ETABLISSEMENTS PIERETTI,5710
30937225800140,20137,PORTO-VECCHIO,9.27711,41.604163,ETABLISSEMENTS PIERETTI,5710
30997813800019,20000,AJACCIO,8.739218,41.932371,CYRNOS GESTION,5499
31003674400103,20145,SARI-SOLENZARA,9.352463,41.813493,SA HENRI FERRANDI,5710
31003674400111,20167,SARROLA-CARCOPINO,8.817734,41.967841,SA HENRI FERRANDI,5710
31007114700022,20167,SARROLA-CARCOPINO,8.835125,42.001796,PATES KALLISTE,5499
31024615200022,20090,AJACCIO,8.78506,41.932454,CORSE BLANC,5710
31028860000011,20000,AJACCIO,8.737296,41.9181,AGENCE DE LA CITADELLE,5499
31032606100010,20000,AJACCIO,8.738296,41.920229,SARL PIERRE ETIENNE,5499
31032789501257,20000,AJACCIO,8.780643,41.94833,SARETEC FRANCE,5710
31077660400038,20130,CARGESE,8.59948,42.143767,COLOMBARA,5499
31077660400046,20130,CARGESE,8.595024,42.135423,COLOMBARA,5499
31112956300012,20137,PORTO-VECCHIO,9.282796,41.590116,COMPAGNIE FRANCAISE DES LIEGES DE CORSE,5499
31114755700020,20110,VIGGIANELLO,8.923683,41.6712,SARL ATELIERS CANGIONI,5499
31143996200029,20090,AJACCIO,8.738346,41.931652,SOCIETE DES ETABLISSEMENTS PLAISENT,5499
31176913700036,20167,SARROLA-CARCOPINO,8.800789,41.956644,SANCHEZ ET CIE,5499
31179527200021,20137,PORTO-VECCHIO,9.279031,41.535281,SANTA GIULIA SUD CORSE,5499
31197516300016,20090,AJACCIO,8.770507,41.950013,A. LUCIANI,5710
31197516300057,20137,PORTO-VECCHIO,9.267553,41.603125,A. LUCIANI,5710
31204539600024,20110,PROPRIANO,8.903859,41.675667,SOCIETE D'EXPLOITATION ET DE GESTION AUTOMOBILE ET TOURISTIQU,5499
31204546100018,20137,LECCI,9.3371156,41.6249716,SARL DU DOMAINE DE CARANELLA,5499
31223984100025,20167,AFA,8.798382,41.984061,FRIGEL,5499
31230085800015,20090,AJACCIO,8.78506,41.932454,SIMONGIOVANNI MATERIAUX,5499
31230085800031,20090,AJACCIO,8.791505,41.930472,SIMONGIOVANNI MATERIAUX,5499
31232627501564,20167,SARROLA-CARCOPINO,8.813194,41.964466,ORGANISATION VOYAGES PLANCHE,5710
31245300400052,20114,FIGARI,9.120125,41.516442,TRANSPORTS ROSSI,5499
31245301200048,20128,ALBITRECCIA,8.80095,41.858441,SOCIETE DU  STILETTO,5499
31256335600038,20167,SARROLA-CARCOPINO,8.817157,41.966601,AJACCIO BETON,5710
31267053200026,20000,AJACCIO,8.735318,41.917865,POMPA SARL,5499
31267053200034,20090,AJACCIO,8.742171,41.933252,POMPA SARL,5499
31267053200059,20090,AJACCIO,8.733076,41.930498,POMPA SARL,5499
31285803800036,20135,CONCA,9.40355,41.750879,ALTURA,5499
31297604600010,20110,PROPRIANO,8.897862,41.676506,AGENCE MARITIME SORBA,5499
31297604600036,20169,BONIFACIO,9.217683,41.4,AGENCE MARITIME SORBA,5499
31300353500025,20113,OLMETO,8.918317,41.692215,LABOMAT,5710
31300353500033,20110,PROPRIANO,8.914382,41.650782,LABOMAT,5710
31307637400047,20167,AFA,2.2359343,48.8950586,SOCIETE CORSE DE DISTRIBUTION DE PEINTURE,5710
31307637400054,20137,PORTO-VECCHIO,9.290806,41.559912,SOCIETE CORSE DE DISTRIBUTION DE PEINTURE,5710
31318227100087,20137,PORTO-VECCHIO,9.282019,41.593197,LE KALLISTE,5710
31318228900014,20166,GROSSETO-PRUGNA,8.8208,41.888601,BOULANGERIE DU GOLFE,5499
31373185300039,20000,AJACCIO,8.737106,41.918884,APPLE PIE,5499
31373185300047,20090,AJACCIO,8.746493,41.934711,APPLE PIE,5499
31380243100020,20137,PORTO-VECCHIO,9.275799,41.584505,LA TAILLERIE,5710
31395663300041,20128,GROSSETO-PRUGNA,8.787253,41.881776,DIFFUSION ET GESTION DU DIAMANT II,5499
31395663300058,20128,GROSSETO-PRUGNA,8.818098,41.885323,DIFFUSION ET GESTION DU DIAMANT II,5499
31412185600012,20000,AJACCIO,8.650696,41.909089,LE WEEK END,5710
31415354500012,20190,SANTA-MARIA-SICHE,8.985442,41.877399,BIANCHI ET FILS ALIMENTATION,5499
31449359400027,20167,SARROLA-CARCOPINO,8.835125,42.001796,CAMARGUE PNEUS,5499
31451557800032,20090,AJACCIO,8.755348,41.939246,SODICORSE SARL,5499
31472286900034,20137,PORTO-VECCHIO,9.27774,41.584867,AGOSTINI G ET CIE,5710
31472287700011,20150,OTA,8.703052,42.265029,RESTAURANT LE CESAR,5499
31475123100023,20167,SARROLA-CARCOPINO,8.786877,41.951519,PROFRUIT,5710
31492509002921,20090,AJACCIO,8.737624,41.921929,BATA FRANCE DISTRIBUTION,5710
31521523600037,20000,AJACCIO,8.738871,41.917899,SARL DI VICO,5499
31527138700021,20151,SARI-D ORCINO,8.833866,42.064808,FIAMENGHI,5499
31533592700036,20110,VIGGIANELLO,8.925216,41.672803,CEDEP,5499
31552016300025,20090,AJACCIO,8.734652,41.946859,SOCIETE INSULAIRE ALIMENTAIRE SIAL,5710
31553541900016,20113,OLMETO,8.833741,41.703943,SARL STELLA MARIA,5499
31556524200015,20090,AJACCIO,8.770507,41.950013,CORSICA DISTRIBUTION,5499
31556524200023,20167,SARROLA-CARCOPINO,8.813194,41.964466,CORSICA DISTRIBUTION,5499
31556524200031,20128,GROSSETO-PRUGNA,8.787253,41.881776,CORSICA DISTRIBUTION,5499
31563888200037,20117,ECCICA-SUARELLA,8.905987,41.921935,AIQUI EXPERTISE,5499
31579666400029,20110,PROPRIANO,8.89803,41.667917,LE PRELUDE,5499
31579936100011,20100,SARTENE,8.970393,41.618809,LE ROND POINT,5499
31590896200014,20137,PORTO-VECCHIO,9.277809,41.590628,PORTA ROSSA,5499
31622768500021,20100,SARTENE,8.980991,41.620849,ENTREPRISE FRANCIS LOPEZ,5499
31627890200069,20000,AJACCIO,8.725985,41.913179,DOMAINE DE LA CONFINA,5499
31639610000026,20130,CARGESE,8.591021,42.172314,BEAU RIVAGE DE CARGESE,5499
31647584700018,20090,AJACCIO,8.747186,41.940971,CENTRE DE READAPTATION FONCTIONNELLE ET MOTRICE DU FINOSELLO,5710
31647584700026,20090,AJACCIO,8.747186,41.940971,CENTRE DE READAPTATION FONCTIONNELLE ET MOTRICE DU FINOSELLO,5710
31657305400020,20140,SERRA-DI-FERRO,8.812666,41.741303,LES OLIVIERS,5499
31674514000061,20167,PERI,8.862188,41.992379,SOCIETE TECNI GLACE,5710
31683223700010,20118,COGGIA,8.735248,42.112346,ALFONSI FRERES,5499
31683223700028,20160,ARBORI,8.795699,42.128033,ALFONSI FRERES,5499
31700469500019,20000,AJACCIO,8.735714,41.918668,LE FESTIVAL,5499
31722056400015,20110,PROPRIANO,8.917752,41.669596,INDUSTRIES SARTENAISES,5499
31722056400023,20110,PROPRIANO,8.9457106,41.6509727,INDUSTRIES SARTENAISES,5499
31728994000015,20137,PORTO-VECCHIO,9.254069,41.592731,AGREGATS SUD CORSE,5710
31728995700050,20167,AFA,8.798355,41.959306,CASH CAPEMBAL,5710
31728995700076,20137,PORTO-VECCHIO,9.274389,41.588296,CASH CAPEMBAL,5710
31740124800016,20140,SERRA-DI-FERRO,8.778254,41.742582,RESIDENCE DOLCE MARE,5499
31755772600039,20167,SARROLA-CARCOPINO,8.809805,41.952594,GESECO,5710
31755791600028,20000,AJACCIO,8.738198,41.920359,SOC CORSE DE MAREE PROD SURGE,5499
31755791600036,20090,AJACCIO,8.791505,41.930472,SOC CORSE DE MAREE PROD SURGE,5499
31770842800071,20137,PORTO VECCHIO,9.303849,41.55041,LA CASINCAISE,5710
31770842800089,20167,SARROLA-CARCOPINO,8.809805,41.952594,LA CASINCAISE,5710
31774972900016,20090,AJACCIO,8.756993,41.933112,CASTELLANI AUTOS LOCATIONS,5499
31796389000023,20100,SARTENE,8.960303,41.636703,PIETRI DISTRIBUTION,5499
31797961500034,20137,PORTO-VECCHIO,9.277583,41.613942,MAX AND FAU,5499
31808311004856,20100,SARTENE,8.972361,41.618006,AMPLIFON FRANCE,5710
31808311004963,20137,PORTO-VECCHIO,9.278436,41.613238,AMPLIFON FRANCE,5710
31816766500013,20090,AJACCIO,8.755348,41.939246,AUTO PNEUS SERVICES,5499
31838171200021,20137,PORTO-VECCHIO,9.279031,41.535281,MULTI SERVICES PLAISANCE,5499
31847767600015,20137,PORTO-VECCHIO,9.270855,41.600559,GARAGE QUILICCI,5499
31876163200021,20000,AJACCIO,8.737951,41.919898,CODITEX-CORSE DIFFUSION TEXTILES,5499
31884610200024,20110,PROPRIANO,8.900613,41.656923,GIRASCHI ACTIVITES,5499
31899341700019,20124,ZONZA,9.3477901,41.6995008,VILLATA,5710
31905051400011,20090,AJACCIO,8.73572,41.939155,CIMENI TRAVAUX FUNERAIRES,5499
31916175800036,20167,SARROLA-CARCOPINO,8.835125,42.001796,AJACCIO POIDS LOURDS,5499
31922879700043,20090,AJACCIO,8.766188,41.938733,HOLDING BASTELICA,5710
31949363100067,20000,AJACCIO,8.729739,41.922474,METRA'BAT SARL,5499
31988334403119,20090,AJACCIO,8.764753,41.951622,COMPTOIR ELECTRIQUE FRANCAIS,5710
31988334403143,20110,PROPRIANO,8.91318,41.670353,COMPTOIR ELECTRIQUE FRANCAIS,5710
31988334403937,20167,AFA,2.2359343,48.8950586,COMPTOIR ELECTRIQUE FRANCAIS,5710
31988334403986,20137,PORTO-VECCHIO,9.208254,41.590811,COMPTOIR ELECTRIQUE FRANCAIS,5710
31993912000279,20090,AJACCIO,8.743949,41.940678,CERBAPATH,5785
32011765800023,20137,PORTO-VECCHIO,9.27711,41.604163,ALUVER BASTIA,5499
32014318300012,20113,OLMETO,8.84328,41.698123,SARL ABBARTELLO,5499
32018217300015,20150,OTA,8.703052,42.265029,LE BELVEDERE,5499
32034311400015,20137,PORTO-VECCHIO,9.285352,41.532256,PAESOLU DI SANTA GIULIA,5710
32049704300010,20090,AJACCIO,8.690828,41.909877,LES SUCCESSEURS DE PECH,5499
32075141500029,20000,AJACCIO,8.783254,41.95461,LE HUITIEME,5499
32077411000029,20000,AJACCIO,8.739196,41.917654,AUBERGE DU CHEVAL BLANC,5499
32087954700026,20137,PORTO-VECCHIO,9.27711,41.604163,CG INVESTISSEMENT,5710
32087954700034,20137,PORTO VECCHIO,9.254069,41.592731,CG INVESTISSEMENT,5710
32087976000025,20000,AJACCIO,8.737428,41.926903,CORSE EMBALLAGE,5499
32087981000036,20169,BONIFACIO,9.125256,41.40869,BOCCA DI FENO SARL,5499
32094382200025,20090,AJACCIO,8.746588,41.935458,SOCIETE PARASUC,5499
32094382200033,20000,AJACCIO,8.737682,41.927199,SOCIETE PARASUC,5499
32102775700046,20090,AJACCIO,8.748555,41.941457,LUCCHINI MOTOS,5499
32102776500015,20090,AJACCIO,8.743421,41.934271,SPORT JEUNESSE,5499
32113157500052,20110,VIGGIANELLO,8.923683,41.6712,ITEL NIRONI,5499
32128900100075,20167,SARROLA-CARCOPINO,8.8049,41.951766,MULTARI,5499
32150044900012,20129,BASTELICACCIA,8.826839,41.922624,LE PETIT MARCHE,5499
32157937700011,20000,AJACCIO,8.757362,41.931744,SOCIETE GORGERI MANGONI,5499
32157938500022,20169,BONIFACIO,9.125256,41.40869,LA TRINITE,5499
32157941900011,20122,QUENZA,9.139093,41.766314,BALESI ET FILS,5499
32173539100021,20167,SARROLA-CARCOPINO,8.835125,42.001796,MECAFROID,5710
32176039900030,20167,CUTTOLI-CORTICCHIATO,8.91055,41.989446,MANNARINI,5499
32176040700031,20000,AJACCIO,8.735436,41.918979,SOCIETE DE GESTION IMMOBILIERE,5710
32176040700049,20137,PORTO VECCHIO,9.275517,41.596913,SOCIETE DE GESTION IMMOBILIERE,5710
